case_id,layout_id,design_family_id,split,stage,layout_kind,operation_id,legacy_dimension_representable,coil_layout_csv
v43_va_n3_variant_1__high_low,v43_va_n3_variant_1,validation_n3_frozen,validation,G3,unknown_gap_topology,high_low,0,structure/coil_layout/v43_va_n3_variant_1__high_low__coil_layout.csv
v43_va_n3_variant_1__low_high,v43_va_n3_variant_1,validation_n3_frozen,validation,G3,unknown_gap_topology,low_high,0,structure/coil_layout/v43_va_n3_variant_1__low_high__coil_layout.csv
v43_va_n3_variant_1__high_high,v43_va_n3_variant_1,validation_n3_frozen,validation,G3,unknown_gap_topology,high_high,0,structure/coil_layout/v43_va_n3_variant_1__high_high__coil_layout.csv
v43_va_n3_variant_2__center,v43_va_n3_variant_2,validation_n3_frozen,validation,G3,unseen_rank_height_size,center,0,structure/coil_layout/v43_va_n3_variant_2__center__coil_layout.csv
v43_va_n3_variant_2__low_low,v43_va_n3_variant_2,validation_n3_frozen,validation,G3,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_va_n3_variant_2__low_low__coil_layout.csv
v43_va_n3_variant_2__high_low,v43_va_n3_variant_2,validation_n3_frozen,validation,G3,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_va_n3_variant_2__high_low__coil_layout.csv
v43_va_n3_variant_2__low_high,v43_va_n3_variant_2,validation_n3_frozen,validation,G3,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_va_n3_variant_2__low_high__coil_layout.csv
v43_va_n3_variant_2__high_high,v43_va_n3_variant_2,validation_n3_frozen,validation,G3,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_va_n3_variant_2__high_high__coil_layout.csv
v43_va_n3_variant_3__center,v43_va_n3_variant_3,validation_n3_frozen,validation,G3,coupled_transform,center,0,structure/coil_layout/v43_va_n3_variant_3__center__coil_layout.csv
v43_va_n3_variant_3__low_low,v43_va_n3_variant_3,validation_n3_frozen,validation,G3,coupled_transform,low_low,0,structure/coil_layout/v43_va_n3_variant_3__low_low__coil_layout.csv
v43_va_n3_variant_3__high_low,v43_va_n3_variant_3,validation_n3_frozen,validation,G3,coupled_transform,high_low,0,structure/coil_layout/v43_va_n3_variant_3__high_low__coil_layout.csv
v43_va_n3_variant_3__low_high,v43_va_n3_variant_3,validation_n3_frozen,validation,G3,coupled_transform,low_high,0,structure/coil_layout/v43_va_n3_variant_3__low_high__coil_layout.csv
v43_va_n3_variant_3__high_high,v43_va_n3_variant_3,validation_n3_frozen,validation,G3,coupled_transform,high_high,0,structure/coil_layout/v43_va_n3_variant_3__high_high__coil_layout.csv
v43_va_n4_anchor__center,v43_va_n4_anchor,validation_n4_frozen,validation,G3,regular_anchor,center,1,structure/coil_layout/v43_va_n4_anchor__center__coil_layout.csv
v43_va_n4_anchor__low_low,v43_va_n4_anchor,validation_n4_frozen,validation,G3,regular_anchor,low_low,1,structure/coil_layout/v43_va_n4_anchor__low_low__coil_layout.csv
v43_va_n4_anchor__high_low,v43_va_n4_anchor,validation_n4_frozen,validation,G3,regular_anchor,high_low,1,structure/coil_layout/v43_va_n4_anchor__high_low__coil_layout.csv
v43_va_n4_anchor__low_high,v43_va_n4_anchor,validation_n4_frozen,validation,G3,regular_anchor,low_high,1,structure/coil_layout/v43_va_n4_anchor__low_high__coil_layout.csv
v43_va_n4_anchor__high_high,v43_va_n4_anchor,validation_n4_frozen,validation,G3,regular_anchor,high_high,1,structure/coil_layout/v43_va_n4_anchor__high_high__coil_layout.csv
v43_va_n4_variant_1__center,v43_va_n4_variant_1,validation_n4_frozen,validation,G3,unknown_gap_topology,center,0,structure/coil_layout/v43_va_n4_variant_1__center__coil_layout.csv
v43_va_n4_variant_1__low_low,v43_va_n4_variant_1,validation_n4_frozen,validation,G3,unknown_gap_topology,low_low,0,structure/coil_layout/v43_va_n4_variant_1__low_low__coil_layout.csv
v43_va_n4_variant_1__high_low,v43_va_n4_variant_1,validation_n4_frozen,validation,G3,unknown_gap_topology,high_low,0,structure/coil_layout/v43_va_n4_variant_1__high_low__coil_layout.csv
v43_va_n4_variant_1__low_high,v43_va_n4_variant_1,validation_n4_frozen,validation,G3,unknown_gap_topology,low_high,0,structure/coil_layout/v43_va_n4_variant_1__low_high__coil_layout.csv
v43_va_n4_variant_1__high_high,v43_va_n4_variant_1,validation_n4_frozen,validation,G3,unknown_gap_topology,high_high,0,structure/coil_layout/v43_va_n4_variant_1__high_high__coil_layout.csv
v43_va_n4_variant_2__center,v43_va_n4_variant_2,validation_n4_frozen,validation,G3,unseen_rank_height_size,center,0,structure/coil_layout/v43_va_n4_variant_2__center__coil_layout.csv
v43_va_n4_variant_2__low_low,v43_va_n4_variant_2,validation_n4_frozen,validation,G3,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_va_n4_variant_2__low_low__coil_layout.csv
v43_va_n4_variant_2__high_low,v43_va_n4_variant_2,validation_n4_frozen,validation,G3,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_va_n4_variant_2__high_low__coil_layout.csv
v43_va_n4_variant_2__low_high,v43_va_n4_variant_2,validation_n4_frozen,validation,G3,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_va_n4_variant_2__low_high__coil_layout.csv
v43_va_n4_variant_2__high_high,v43_va_n4_variant_2,validation_n4_frozen,validation,G3,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_va_n4_variant_2__high_high__coil_layout.csv
v43_va_n4_variant_3__center,v43_va_n4_variant_3,validation_n4_frozen,validation,G3,coupled_transform,center,0,structure/coil_layout/v43_va_n4_variant_3__center__coil_layout.csv
v43_va_n4_variant_3__low_low,v43_va_n4_variant_3,validation_n4_frozen,validation,G3,coupled_transform,low_low,0,structure/coil_layout/v43_va_n4_variant_3__low_low__coil_layout.csv
v43_va_n4_variant_3__high_low,v43_va_n4_variant_3,validation_n4_frozen,validation,G3,coupled_transform,high_low,0,structure/coil_layout/v43_va_n4_variant_3__high_low__coil_layout.csv
v43_va_n4_variant_3__low_high,v43_va_n4_variant_3,validation_n4_frozen,validation,G3,coupled_transform,low_high,0,structure/coil_layout/v43_va_n4_variant_3__low_high__coil_layout.csv
v43_va_n4_variant_3__high_high,v43_va_n4_variant_3,validation_n4_frozen,validation,G3,coupled_transform,high_high,0,structure/coil_layout/v43_va_n4_variant_3__high_high__coil_layout.csv
v43_va_n5_anchor__center,v43_va_n5_anchor,validation_n5_frozen,validation,G3,regular_anchor,center,1,structure/coil_layout/v43_va_n5_anchor__center__coil_layout.csv
v43_va_n5_anchor__low_low,v43_va_n5_anchor,validation_n5_frozen,validation,G3,regular_anchor,low_low,1,structure/coil_layout/v43_va_n5_anchor__low_low__coil_layout.csv
v43_va_n5_anchor__high_low,v43_va_n5_anchor,validation_n5_frozen,validation,G3,regular_anchor,high_low,1,structure/coil_layout/v43_va_n5_anchor__high_low__coil_layout.csv
v43_va_n5_anchor__low_high,v43_va_n5_anchor,validation_n5_frozen,validation,G3,regular_anchor,low_high,1,structure/coil_layout/v43_va_n5_anchor__low_high__coil_layout.csv
v43_va_n5_anchor__high_high,v43_va_n5_anchor,validation_n5_frozen,validation,G3,regular_anchor,high_high,1,structure/coil_layout/v43_va_n5_anchor__high_high__coil_layout.csv
v43_va_n5_variant_1__center,v43_va_n5_variant_1,validation_n5_frozen,validation,G3,unknown_gap_topology,center,0,structure/coil_layout/v43_va_n5_variant_1__center__coil_layout.csv
v43_va_n5_variant_1__low_low,v43_va_n5_variant_1,validation_n5_frozen,validation,G3,unknown_gap_topology,low_low,0,structure/coil_layout/v43_va_n5_variant_1__low_low__coil_layout.csv
v43_va_n5_variant_1__high_low,v43_va_n5_variant_1,validation_n5_frozen,validation,G3,unknown_gap_topology,high_low,0,structure/coil_layout/v43_va_n5_variant_1__high_low__coil_layout.csv
v43_va_n5_variant_1__low_high,v43_va_n5_variant_1,validation_n5_frozen,validation,G3,unknown_gap_topology,low_high,0,structure/coil_layout/v43_va_n5_variant_1__low_high__coil_layout.csv
v43_va_n5_variant_1__high_high,v43_va_n5_variant_1,validation_n5_frozen,validation,G3,unknown_gap_topology,high_high,0,structure/coil_layout/v43_va_n5_variant_1__high_high__coil_layout.csv
v43_va_n5_variant_2__center,v43_va_n5_variant_2,validation_n5_frozen,validation,G3,unseen_rank_height_size,center,0,structure/coil_layout/v43_va_n5_variant_2__center__coil_layout.csv
v43_va_n5_variant_2__low_low,v43_va_n5_variant_2,validation_n5_frozen,validation,G3,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_va_n5_variant_2__low_low__coil_layout.csv
v43_va_n5_variant_2__high_low,v43_va_n5_variant_2,validation_n5_frozen,validation,G3,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_va_n5_variant_2__high_low__coil_layout.csv
v43_va_n5_variant_2__low_high,v43_va_n5_variant_2,validation_n5_frozen,validation,G3,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_va_n5_variant_2__low_high__coil_layout.csv
v43_va_n5_variant_2__high_high,v43_va_n5_variant_2,validation_n5_frozen,validation,G3,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_va_n5_variant_2__high_high__coil_layout.csv
v43_va_n5_variant_3__center,v43_va_n5_variant_3,validation_n5_frozen,validation,G3,coupled_transform,center,0,structure/coil_layout/v43_va_n5_variant_3__center__coil_layout.csv
v43_va_n5_variant_3__low_low,v43_va_n5_variant_3,validation_n5_frozen,validation,G3,coupled_transform,low_low,0,structure/coil_layout/v43_va_n5_variant_3__low_low__coil_layout.csv
v43_va_n5_variant_3__high_low,v43_va_n5_variant_3,validation_n5_frozen,validation,G3,coupled_transform,high_low,0,structure/coil_layout/v43_va_n5_variant_3__high_low__coil_layout.csv
v43_va_n5_variant_3__low_high,v43_va_n5_variant_3,validation_n5_frozen,validation,G3,coupled_transform,low_high,0,structure/coil_layout/v43_va_n5_variant_3__low_high__coil_layout.csv
v43_va_n5_variant_3__high_high,v43_va_n5_variant_3,validation_n5_frozen,validation,G3,coupled_transform,high_high,0,structure/coil_layout/v43_va_n5_variant_3__high_high__coil_layout.csv
v43_va_n6_anchor__center,v43_va_n6_anchor,validation_n6_frozen,validation,G3,regular_anchor,center,1,structure/coil_layout/v43_va_n6_anchor__center__coil_layout.csv
v43_va_n6_anchor__low_low,v43_va_n6_anchor,validation_n6_frozen,validation,G3,regular_anchor,low_low,1,structure/coil_layout/v43_va_n6_anchor__low_low__coil_layout.csv
v43_va_n6_anchor__high_low,v43_va_n6_anchor,validation_n6_frozen,validation,G3,regular_anchor,high_low,1,structure/coil_layout/v43_va_n6_anchor__high_low__coil_layout.csv
v43_va_n6_anchor__low_high,v43_va_n6_anchor,validation_n6_frozen,validation,G3,regular_anchor,low_high,1,structure/coil_layout/v43_va_n6_anchor__low_high__coil_layout.csv
v43_va_n6_anchor__high_high,v43_va_n6_anchor,validation_n6_frozen,validation,G3,regular_anchor,high_high,1,structure/coil_layout/v43_va_n6_anchor__high_high__coil_layout.csv
v43_va_n6_variant_1__center,v43_va_n6_variant_1,validation_n6_frozen,validation,G3,unknown_gap_topology,center,0,structure/coil_layout/v43_va_n6_variant_1__center__coil_layout.csv
v43_va_n6_variant_1__low_low,v43_va_n6_variant_1,validation_n6_frozen,validation,G3,unknown_gap_topology,low_low,0,structure/coil_layout/v43_va_n6_variant_1__low_low__coil_layout.csv
v43_va_n6_variant_1__high_low,v43_va_n6_variant_1,validation_n6_frozen,validation,G3,unknown_gap_topology,high_low,0,structure/coil_layout/v43_va_n6_variant_1__high_low__coil_layout.csv
v43_va_n6_variant_1__low_high,v43_va_n6_variant_1,validation_n6_frozen,validation,G3,unknown_gap_topology,low_high,0,structure/coil_layout/v43_va_n6_variant_1__low_high__coil_layout.csv
v43_va_n6_variant_1__high_high,v43_va_n6_variant_1,validation_n6_frozen,validation,G3,unknown_gap_topology,high_high,0,structure/coil_layout/v43_va_n6_variant_1__high_high__coil_layout.csv
v43_va_n6_variant_2__center,v43_va_n6_variant_2,validation_n6_frozen,validation,G3,unseen_rank_height_size,center,0,structure/coil_layout/v43_va_n6_variant_2__center__coil_layout.csv
v43_va_n6_variant_2__low_low,v43_va_n6_variant_2,validation_n6_frozen,validation,G3,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_va_n6_variant_2__low_low__coil_layout.csv
v43_va_n6_variant_2__high_low,v43_va_n6_variant_2,validation_n6_frozen,validation,G3,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_va_n6_variant_2__high_low__coil_layout.csv
v43_va_n6_variant_2__low_high,v43_va_n6_variant_2,validation_n6_frozen,validation,G3,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_va_n6_variant_2__low_high__coil_layout.csv
v43_va_n6_variant_2__high_high,v43_va_n6_variant_2,validation_n6_frozen,validation,G3,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_va_n6_variant_2__high_high__coil_layout.csv
v43_va_n6_variant_3__center,v43_va_n6_variant_3,validation_n6_frozen,validation,G3,coupled_transform,center,0,structure/coil_layout/v43_va_n6_variant_3__center__coil_layout.csv
v43_va_n6_variant_3__low_low,v43_va_n6_variant_3,validation_n6_frozen,validation,G3,coupled_transform,low_low,0,structure/coil_layout/v43_va_n6_variant_3__low_low__coil_layout.csv
v43_va_n6_variant_3__high_low,v43_va_n6_variant_3,validation_n6_frozen,validation,G3,coupled_transform,high_low,0,structure/coil_layout/v43_va_n6_variant_3__high_low__coil_layout.csv
v43_va_n6_variant_3__low_high,v43_va_n6_variant_3,validation_n6_frozen,validation,G3,coupled_transform,low_high,0,structure/coil_layout/v43_va_n6_variant_3__low_high__coil_layout.csv
v43_va_n6_variant_3__high_high,v43_va_n6_variant_3,validation_n6_frozen,validation,G3,coupled_transform,high_high,0,structure/coil_layout/v43_va_n6_variant_3__high_high__coil_layout.csv
v43_te_n2_anchor__center,v43_te_n2_anchor,test_n2_frozen,test,G4,regular_anchor,center,1,structure/coil_layout/v43_te_n2_anchor__center__coil_layout.csv
v43_te_n2_anchor__low_low,v43_te_n2_anchor,test_n2_frozen,test,G4,regular_anchor,low_low,1,structure/coil_layout/v43_te_n2_anchor__low_low__coil_layout.csv
v43_te_n2_anchor__high_low,v43_te_n2_anchor,test_n2_frozen,test,G4,regular_anchor,high_low,1,structure/coil_layout/v43_te_n2_anchor__high_low__coil_layout.csv
v43_te_n2_anchor__low_high,v43_te_n2_anchor,test_n2_frozen,test,G4,regular_anchor,low_high,1,structure/coil_layout/v43_te_n2_anchor__low_high__coil_layout.csv
v43_te_n2_anchor__high_high,v43_te_n2_anchor,test_n2_frozen,test,G4,regular_anchor,high_high,1,structure/coil_layout/v43_te_n2_anchor__high_high__coil_layout.csv
v43_te_n2_variant_1__center,v43_te_n2_variant_1,test_n2_frozen,test,G4,unknown_gap_topology,center,0,structure/coil_layout/v43_te_n2_variant_1__center__coil_layout.csv
v43_te_n2_variant_1__low_low,v43_te_n2_variant_1,test_n2_frozen,test,G4,unknown_gap_topology,low_low,0,structure/coil_layout/v43_te_n2_variant_1__low_low__coil_layout.csv
v43_te_n2_variant_1__high_low,v43_te_n2_variant_1,test_n2_frozen,test,G4,unknown_gap_topology,high_low,0,structure/coil_layout/v43_te_n2_variant_1__high_low__coil_layout.csv
v43_te_n2_variant_1__low_high,v43_te_n2_variant_1,test_n2_frozen,test,G4,unknown_gap_topology,low_high,0,structure/coil_layout/v43_te_n2_variant_1__low_high__coil_layout.csv
v43_te_n2_variant_1__high_high,v43_te_n2_variant_1,test_n2_frozen,test,G4,unknown_gap_topology,high_high,0,structure/coil_layout/v43_te_n2_variant_1__high_high__coil_layout.csv
v43_te_n2_variant_2__center,v43_te_n2_variant_2,test_n2_frozen,test,G4,unseen_rank_height_size,center,0,structure/coil_layout/v43_te_n2_variant_2__center__coil_layout.csv
v43_te_n2_variant_2__low_low,v43_te_n2_variant_2,test_n2_frozen,test,G4,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_te_n2_variant_2__low_low__coil_layout.csv
v43_te_n2_variant_2__high_low,v43_te_n2_variant_2,test_n2_frozen,test,G4,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_te_n2_variant_2__high_low__coil_layout.csv
v43_te_n2_variant_2__low_high,v43_te_n2_variant_2,test_n2_frozen,test,G4,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_te_n2_variant_2__low_high__coil_layout.csv
v43_te_n2_variant_2__high_high,v43_te_n2_variant_2,test_n2_frozen,test,G4,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_te_n2_variant_2__high_high__coil_layout.csv
v43_te_n2_variant_3__center,v43_te_n2_variant_3,test_n2_frozen,test,G4,coupled_transform,center,0,structure/coil_layout/v43_te_n2_variant_3__center__coil_layout.csv
v43_te_n2_variant_3__low_low,v43_te_n2_variant_3,test_n2_frozen,test,G4,coupled_transform,low_low,0,structure/coil_layout/v43_te_n2_variant_3__low_low__coil_layout.csv
v43_te_n2_variant_3__high_low,v43_te_n2_variant_3,test_n2_frozen,test,G4,coupled_transform,high_low,0,structure/coil_layout/v43_te_n2_variant_3__high_low__coil_layout.csv
v43_te_n2_variant_3__low_high,v43_te_n2_variant_3,test_n2_frozen,test,G4,coupled_transform,low_high,0,structure/coil_layout/v43_te_n2_variant_3__low_high__coil_layout.csv
v43_te_n2_variant_3__high_high,v43_te_n2_variant_3,test_n2_frozen,test,G4,coupled_transform,high_high,0,structure/coil_layout/v43_te_n2_variant_3__high_high__coil_layout.csv
v43_te_n3_anchor__center,v43_te_n3_anchor,test_n3_frozen,test,G4,regular_anchor,center,1,structure/coil_layout/v43_te_n3_anchor__center__coil_layout.csv
v43_te_n3_anchor__low_low,v43_te_n3_anchor,test_n3_frozen,test,G4,regular_anchor,low_low,1,structure/coil_layout/v43_te_n3_anchor__low_low__coil_layout.csv
v43_te_n3_anchor__high_low,v43_te_n3_anchor,test_n3_frozen,test,G4,regular_anchor,high_low,1,structure/coil_layout/v43_te_n3_anchor__high_low__coil_layout.csv
v43_te_n3_anchor__low_high,v43_te_n3_anchor,test_n3_frozen,test,G4,regular_anchor,low_high,1,structure/coil_layout/v43_te_n3_anchor__low_high__coil_layout.csv
v43_te_n3_anchor__high_high,v43_te_n3_anchor,test_n3_frozen,test,G4,regular_anchor,high_high,1,structure/coil_layout/v43_te_n3_anchor__high_high__coil_layout.csv
v43_te_n3_variant_1__center,v43_te_n3_variant_1,test_n3_frozen,test,G4,unknown_gap_topology,center,0,structure/coil_layout/v43_te_n3_variant_1__center__coil_layout.csv
v43_te_n3_variant_1__low_low,v43_te_n3_variant_1,test_n3_frozen,test,G4,unknown_gap_topology,low_low,0,structure/coil_layout/v43_te_n3_variant_1__low_low__coil_layout.csv
v43_te_n3_variant_1__high_low,v43_te_n3_variant_1,test_n3_frozen,test,G4,unknown_gap_topology,high_low,0,structure/coil_layout/v43_te_n3_variant_1__high_low__coil_layout.csv
v43_te_n3_variant_1__low_high,v43_te_n3_variant_1,test_n3_frozen,test,G4,unknown_gap_topology,low_high,0,structure/coil_layout/v43_te_n3_variant_1__low_high__coil_layout.csv
v43_te_n3_variant_1__high_high,v43_te_n3_variant_1,test_n3_frozen,test,G4,unknown_gap_topology,high_high,0,structure/coil_layout/v43_te_n3_variant_1__high_high__coil_layout.csv
v43_te_n3_variant_2__center,v43_te_n3_variant_2,test_n3_frozen,test,G4,unseen_rank_height_size,center,0,structure/coil_layout/v43_te_n3_variant_2__center__coil_layout.csv
v43_te_n3_variant_2__low_low,v43_te_n3_variant_2,test_n3_frozen,test,G4,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_te_n3_variant_2__low_low__coil_layout.csv
v43_te_n3_variant_2__high_low,v43_te_n3_variant_2,test_n3_frozen,test,G4,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_te_n3_variant_2__high_low__coil_layout.csv
v43_te_n3_variant_2__low_high,v43_te_n3_variant_2,test_n3_frozen,test,G4,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_te_n3_variant_2__low_high__coil_layout.csv
v43_te_n3_variant_2__high_high,v43_te_n3_variant_2,test_n3_frozen,test,G4,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_te_n3_variant_2__high_high__coil_layout.csv
v43_te_n3_variant_3__center,v43_te_n3_variant_3,test_n3_frozen,test,G4,coupled_transform,center,0,structure/coil_layout/v43_te_n3_variant_3__center__coil_layout.csv
v43_te_n3_variant_3__low_low,v43_te_n3_variant_3,test_n3_frozen,test,G4,coupled_transform,low_low,0,structure/coil_layout/v43_te_n3_variant_3__low_low__coil_layout.csv
v43_te_n3_variant_3__high_low,v43_te_n3_variant_3,test_n3_frozen,test,G4,coupled_transform,high_low,0,structure/coil_layout/v43_te_n3_variant_3__high_low__coil_layout.csv
v43_te_n3_variant_3__low_high,v43_te_n3_variant_3,test_n3_frozen,test,G4,coupled_transform,low_high,0,structure/coil_layout/v43_te_n3_variant_3__low_high__coil_layout.csv
v43_te_n3_variant_3__high_high,v43_te_n3_variant_3,test_n3_frozen,test,G4,coupled_transform,high_high,0,structure/coil_layout/v43_te_n3_variant_3__high_high__coil_layout.csv
v43_te_n4_anchor__center,v43_te_n4_anchor,test_n4_frozen,test,G4,regular_anchor,center,1,structure/coil_layout/v43_te_n4_anchor__center__coil_layout.csv
v43_te_n4_anchor__low_low,v43_te_n4_anchor,test_n4_frozen,test,G4,regular_anchor,low_low,1,structure/coil_layout/v43_te_n4_anchor__low_low__coil_layout.csv
v43_te_n4_anchor__high_low,v43_te_n4_anchor,test_n4_frozen,test,G4,regular_anchor,high_low,1,structure/coil_layout/v43_te_n4_anchor__high_low__coil_layout.csv
v43_te_n4_anchor__low_high,v43_te_n4_anchor,test_n4_frozen,test,G4,regular_anchor,low_high,1,structure/coil_layout/v43_te_n4_anchor__low_high__coil_layout.csv
v43_te_n4_anchor__high_high,v43_te_n4_anchor,test_n4_frozen,test,G4,regular_anchor,high_high,1,structure/coil_layout/v43_te_n4_anchor__high_high__coil_layout.csv
v43_te_n4_variant_1__center,v43_te_n4_variant_1,test_n4_frozen,test,G4,unknown_gap_topology,center,0,structure/coil_layout/v43_te_n4_variant_1__center__coil_layout.csv
v43_te_n4_variant_1__low_low,v43_te_n4_variant_1,test_n4_frozen,test,G4,unknown_gap_topology,low_low,0,structure/coil_layout/v43_te_n4_variant_1__low_low__coil_layout.csv
v43_te_n4_variant_1__high_low,v43_te_n4_variant_1,test_n4_frozen,test,G4,unknown_gap_topology,high_low,0,structure/coil_layout/v43_te_n4_variant_1__high_low__coil_layout.csv
v43_te_n4_variant_1__low_high,v43_te_n4_variant_1,test_n4_frozen,test,G4,unknown_gap_topology,low_high,0,structure/coil_layout/v43_te_n4_variant_1__low_high__coil_layout.csv
v43_te_n4_variant_1__high_high,v43_te_n4_variant_1,test_n4_frozen,test,G4,unknown_gap_topology,high_high,0,structure/coil_layout/v43_te_n4_variant_1__high_high__coil_layout.csv
v43_te_n4_variant_2__center,v43_te_n4_variant_2,test_n4_frozen,test,G4,unseen_rank_height_size,center,0,structure/coil_layout/v43_te_n4_variant_2__center__coil_layout.csv
v43_te_n4_variant_2__low_low,v43_te_n4_variant_2,test_n4_frozen,test,G4,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_te_n4_variant_2__low_low__coil_layout.csv
v43_te_n4_variant_2__high_low,v43_te_n4_variant_2,test_n4_frozen,test,G4,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_te_n4_variant_2__high_low__coil_layout.csv
v43_te_n4_variant_2__low_high,v43_te_n4_variant_2,test_n4_frozen,test,G4,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_te_n4_variant_2__low_high__coil_layout.csv
v43_te_n4_variant_2__high_high,v43_te_n4_variant_2,test_n4_frozen,test,G4,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_te_n4_variant_2__high_high__coil_layout.csv
v43_te_n4_variant_3__center,v43_te_n4_variant_3,test_n4_frozen,test,G4,coupled_transform,center,0,structure/coil_layout/v43_te_n4_variant_3__center__coil_layout.csv
v43_te_n4_variant_3__low_low,v43_te_n4_variant_3,test_n4_frozen,test,G4,coupled_transform,low_low,0,structure/coil_layout/v43_te_n4_variant_3__low_low__coil_layout.csv
v43_te_n4_variant_3__high_low,v43_te_n4_variant_3,test_n4_frozen,test,G4,coupled_transform,high_low,0,structure/coil_layout/v43_te_n4_variant_3__high_low__coil_layout.csv
v43_te_n4_variant_3__low_high,v43_te_n4_variant_3,test_n4_frozen,test,G4,coupled_transform,low_high,0,structure/coil_layout/v43_te_n4_variant_3__low_high__coil_layout.csv
v43_te_n4_variant_3__high_high,v43_te_n4_variant_3,test_n4_frozen,test,G4,coupled_transform,high_high,0,structure/coil_layout/v43_te_n4_variant_3__high_high__coil_layout.csv
v43_te_n5_anchor__center,v43_te_n5_anchor,test_n5_frozen,test,G4,regular_anchor,center,1,structure/coil_layout/v43_te_n5_anchor__center__coil_layout.csv
v43_te_n5_anchor__low_low,v43_te_n5_anchor,test_n5_frozen,test,G4,regular_anchor,low_low,1,structure/coil_layout/v43_te_n5_anchor__low_low__coil_layout.csv
v43_te_n5_anchor__high_low,v43_te_n5_anchor,test_n5_frozen,test,G4,regular_anchor,high_low,1,structure/coil_layout/v43_te_n5_anchor__high_low__coil_layout.csv
v43_te_n5_anchor__low_high,v43_te_n5_anchor,test_n5_frozen,test,G4,regular_anchor,low_high,1,structure/coil_layout/v43_te_n5_anchor__low_high__coil_layout.csv
v43_te_n5_anchor__high_high,v43_te_n5_anchor,test_n5_frozen,test,G4,regular_anchor,high_high,1,structure/coil_layout/v43_te_n5_anchor__high_high__coil_layout.csv
v43_te_n5_variant_1__center,v43_te_n5_variant_1,test_n5_frozen,test,G4,unknown_gap_topology,center,0,structure/coil_layout/v43_te_n5_variant_1__center__coil_layout.csv
v43_te_n5_variant_1__low_low,v43_te_n5_variant_1,test_n5_frozen,test,G4,unknown_gap_topology,low_low,0,structure/coil_layout/v43_te_n5_variant_1__low_low__coil_layout.csv
v43_te_n5_variant_1__high_low,v43_te_n5_variant_1,test_n5_frozen,test,G4,unknown_gap_topology,high_low,0,structure/coil_layout/v43_te_n5_variant_1__high_low__coil_layout.csv
v43_te_n5_variant_1__low_high,v43_te_n5_variant_1,test_n5_frozen,test,G4,unknown_gap_topology,low_high,0,structure/coil_layout/v43_te_n5_variant_1__low_high__coil_layout.csv
v43_te_n5_variant_1__high_high,v43_te_n5_variant_1,test_n5_frozen,test,G4,unknown_gap_topology,high_high,0,structure/coil_layout/v43_te_n5_variant_1__high_high__coil_layout.csv
v43_te_n5_variant_2__center,v43_te_n5_variant_2,test_n5_frozen,test,G4,unseen_rank_height_size,center,0,structure/coil_layout/v43_te_n5_variant_2__center__coil_layout.csv
v43_te_n5_variant_2__low_low,v43_te_n5_variant_2,test_n5_frozen,test,G4,unseen_rank_height_size,low_low,0,structure/coil_layout/v43_te_n5_variant_2__low_low__coil_layout.csv
v43_te_n5_variant_2__high_low,v43_te_n5_variant_2,test_n5_frozen,test,G4,unseen_rank_height_size,high_low,0,structure/coil_layout/v43_te_n5_variant_2__high_low__coil_layout.csv
v43_te_n5_variant_2__low_high,v43_te_n5_variant_2,test_n5_frozen,test,G4,unseen_rank_height_size,low_high,0,structure/coil_layout/v43_te_n5_variant_2__low_high__coil_layout.csv
v43_te_n5_variant_2__high_high,v43_te_n5_variant_2,test_n5_frozen,test,G4,unseen_rank_height_size,high_high,0,structure/coil_layout/v43_te_n5_variant_2__high_high__coil_layout.csv
v43_te_n5_variant_3__center,v43_te_n5_variant_3,test_n5_frozen,test,G4,coupled_transform,center,0,structure/coil_layout/v43_te_n5_variant_3__center__coil_layout.csv
v43_te_n5_variant_3__low_low,v43_te_n5_variant_3,test_n5_frozen,test,G4,coupled_transform,low_low,0,structure/coil_layout/v43_te_n5_variant_3__low_low__coil_layout.csv
